iter	F1	Logloss
881	0.9577255871	0.06259739016
882	0.9579624135	0.06258793623
883	0.9579624135	0.06255975812
884	0.9577255871	0.06253973339
885	0.9579624135	0.06251144926
886	0.9579624135	0.06250928375
887	0.9577255871	0.06247172467
888	0.9577255871	0.06241955444
889	0.9574888779	0.06236639344
890	0.9574888779	0.06233205089
891	0.9574888779	0.0623016837
892	0.9574888779	0.06229765597
893	0.9574888779	0.06228759463
894	0.9574888779	0.06223817464
895	0.9574888779	0.06222619286
896	0.9574888779	0.0621787056
897	0.9574888779	0.06215224448
898	0.9577255871	0.0620698818
899	0.9579624135	0.06205528544
900	0.9577255871	0.0620457359
901	0.9577255871	0.06204348249
902	0.9579624135	0.06203736701
903	0.9579624135	0.06203394351
904	0.9577255871	0.06202348687
905	0.9579624135	0.06198798021
906	0.9574888779	0.06193124419
907	0.9574888779	0.06185282727
908	0.9577255871	0.06183300975
909	0.9582200247	0.06175970399
910	0.9582200247	0.06171978277
911	0.9582200247	0.06169359085
912	0.9584569733	0.06164468004
913	0.9587144623	0.06158584447
914	0.9587144623	0.06156286008
915	0.9587144623	0.06154994201
916	0.9587144623	0.06153690343
917	0.9587144623	0.06150974816
918	0.9587144623	0.06150408352
919	0.9584775087	0.06144081761
920	0.9584775087	0.06142156578
921	0.9584775087	0.06138401794
922	0.9584775087	0.0613523494
923	0.9587144623	0.06131410831
924	0.9582406721	0.06124941644
925	0.9582406721	0.06122746627
926	0.9582406721	0.06121060232
927	0.9582406721	0.06116085159
928	0.9584775087	0.06110233795
929	0.9582406721	0.06104358367
930	0.9582406721	0.06102169752
931	0.9584775087	0.06100120989
932	0.9584980237	0.06091639956
933	0.9587552482	0.06082023076
934	0.9592491973	0.06076763731
935	0.9592491973	0.06074627496
936	0.9592491973	0.06071001045
937	0.9590123457	0.06060522681
938	0.9590123457	0.06059147726
939	0.9597232518	0.06056134726
940	0.9597232518	0.06050981309
941	0.9597232518	0.06050792323
942	0.9597232518	0.06046366288
943	0.9597232518	0.06044078293
944	0.9597232518	0.0604380119
945	0.9597232518	0.06042225783
946	0.9597232518	0.06041845349
947	0.9597232518	0.06037435204
948	0.9597232518	0.06036506516
949	0.9597232518	0.06033150245
950	0.9597232518	0.06032149788
951	0.9597232518	0.06029221583
952	0.9597232518	0.06024334407
953	0.9597232518	0.06023517717
954	0.9599604548	0.06019557064
955	0.9599604548	0.06017645573
956	0.960217445	0.06015120713
957	0.9604743083	0.06006903019
958	0.9604743083	0.06005250242
959	0.9604743083	0.06003291961
960	0.9604743083	0.06002134132
961	0.9604743083	0.06000367157
962	0.9604743083	0.05999415535
963	0.9604743083	0.05999112065
964	0.9602370956	0.05998172919
965	0.9604743083	0.05990967723
966	0.9604743083	0.05990610614
967	0.9604743083	0.05990610339
968	0.9604743083	0.05987553839
969	0.9604743083	0.05985876834
970	0.9604938272	0.05982869605
971	0.9604938272	0.05979885022
972	0.9604938272	0.05978391816
973	0.9607310447	0.05975647032
974	0.9607310447	0.05975408644
975	0.9607310447	0.05970901147
976	0.9607310447	0.05969739855
977	0.9607310447	0.05966153466
978	0.9609876543	0.05959308994
979	0.9609876543	0.05950568949
980	0.9609876543	0.05941929031
981	0.9604938272	0.05939173696
982	0.960750432	0.05936343931
983	0.960750432	0.05936066821
984	0.960750432	0.05935057291
985	0.960750432	0.05933458705
986	0.960750432	0.05929279948
987	0.960750432	0.05928414818
988	0.9609876543	0.05922110191
989	0.9609876543	0.05921445606
990	0.9609876543	0.0591784069
991	0.9609876543	0.05914960944
992	0.960750432	0.05913734133
993	0.9609876543	0.05907228387
994	0.9609876543	0.05903517985
995	0.9609876543	0.05903289535
996	0.960750432	0.058998483
997	0.9609876543	0.05899305805
998	0.960750432	0.05898350692
999	0.960750432	0.05897338334
