iter	F1	Logloss
405	0.9338327091	0.08354409002
406	0.9345981028	0.0834840357
407	0.9345981028	0.08342622933
408	0.9345981028	0.08342024659
409	0.9345981028	0.0833752112
410	0.9345981028	0.08336560905
411	0.9345981028	0.08332721972
412	0.9345981028	0.08312418244
413	0.9345981028	0.08309313105
414	0.9345981028	0.08306874567
415	0.9345981028	0.08303859069
416	0.9345981028	0.08300670888
417	0.9345981028	0.08296923159
418	0.9345981028	0.08284471089
419	0.9345981028	0.08274333459
420	0.9346307385	0.08263683319
421	0.9346307385	0.08257802022
422	0.9348964829	0.08255974381
423	0.9346307385	0.08252472687
424	0.9346307385	0.08251663498
425	0.9345981028	0.08232609267
426	0.9343648615	0.08228015931
427	0.9346307385	0.08198739325
428	0.9346307385	0.08196077638
429	0.9348964829	0.08192339558
430	0.9348964829	0.08183818504
431	0.9348964829	0.08182957041
432	0.9348964829	0.08177394224
433	0.9348964829	0.08168411724
434	0.9351620948	0.08165747744
435	0.9351620948	0.08161184789
436	0.9351620948	0.08153829283
437	0.9351620948	0.08150262174
438	0.9351620948	0.0814882079
439	0.9353953604	0.08143874675
440	0.935894238	0.08132272059
441	0.936159601	0.08124763031
442	0.9356287425	0.08117062601
443	0.936159601	0.08114293055
444	0.9364248317	0.08109616513
445	0.9364248317	0.08108412754
446	0.9364248317	0.08106981706
447	0.9364248317	0.08105668929
448	0.9364248317	0.08092138989
449	0.9364248317	0.08083587616
450	0.936159601	0.08081070519
451	0.936159601	0.0807552204
452	0.9364565163	0.08071203214
453	0.9364565163	0.08069521815
454	0.9364565163	0.08065787992
455	0.9364565163	0.08063388939
456	0.9364565163	0.08062036774
457	0.9366899302	0.08049333909
458	0.9366899302	0.08047567054
459	0.9366899302	0.08046912376
460	0.9366899302	0.08045343207
461	0.9366899302	0.08043871059
462	0.9366899302	0.08037982957
463	0.9369548966	0.08029922758
464	0.9367214748	0.08023484158
465	0.9364565163	0.08022728854
466	0.9367214748	0.08020683229
467	0.9367214748	0.08012169729
468	0.9367214748	0.08004660115
469	0.9369548966	0.07989897699
470	0.937717987	0.079732505
471	0.9374844334	0.07972256639
472	0.9374844334	0.07971044168
473	0.9379825654	0.07965471981
474	0.9379825654	0.07960481645
475	0.9379825654	0.07959551885
476	0.937717987	0.07950588874
477	0.937717987	0.07950085016
478	0.9374844334	0.07944325596
479	0.937749004	0.07935517374
480	0.937749004	0.07934255797
481	0.9382777501	0.07928731999
482	0.9382777501	0.0792179189
483	0.9382777501	0.07912323021
484	0.9382777501	0.07904695987
485	0.9382162431	0.07891004799
486	0.9384806974	0.07886108925
487	0.9384806974	0.0788563475
488	0.9379825654	0.07882029016
489	0.9385113269	0.07868433885
490	0.9387755102	0.07866900206
491	0.9390092109	0.07865020309
492	0.9389788294	0.07856741204
493	0.9387144993	0.078521208
494	0.9389788294	0.07850476942
495	0.9392127554	0.07848507407
496	0.9394769614	0.07836687028
497	0.9394769614	0.07835534993
498	0.9394769614	0.07833364997
499	0.9394769614	0.07829267892
500	0.9397410359	0.07825741842
501	0.9397110115	0.07800669285
502	0.9397110115	0.07800008646
503	0.9397110115	0.07799359682
504	0.9397110115	0.07798908097
505	0.9397110115	0.07796209595
506	0.9402390438	0.07794695869
507	0.9402390438	0.07793954545
508	0.9399451782	0.07779149775
509	0.9394769614	0.07771553671
510	0.9397110115	0.07770075832
511	0.9399750934	0.07769644629
512	0.9399451782	0.07766573884
513	0.9399750934	0.07757057732
514	0.9399451782	0.07744954663
515	0.9404138619	0.07740833971
516	0.9401794616	0.07737995052
517	0.9401496259	0.07732649098
518	0.9401496259	0.07726406531
519	0.9404435584	0.07714009593
520	0.9401794616	0.07710853809
521	0.9399451782	0.07695556371
522	0.9399451782	0.07673685857
523	0.9399451782	0.07673155168
524	0.9404435584	0.07670586847
525	0.9401794616	0.07663324199
526	0.9401794616	0.07658288682
527	0.9404435584	0.07644129276
528	0.9409713574	0.07638781334
529	0.9409713574	0.07636061532
530	0.9407075237	0.07629390803
531	0.9407075237	0.0762713727
532	0.9407075237	0.07624910616
533	0.9407075237	0.07620089314
534	0.9407075237	0.0761273308
535	0.9409419387	0.0760194146
536	0.9411764706	0.07594483304
537	0.9411764706	0.07594082554
538	0.9411764706	0.07593696939
539	0.941440319	0.07591731335
540	0.9411764706	0.07586320816
541	0.9411764706	0.07581017699
542	0.9411764706	0.07579352519
543	0.9411764706	0.0757895175
544	0.9411764706	0.0757533711
545	0.941440319	0.07574028028
546	0.941440319	0.07572654661
547	0.941440319	0.07572119465
548	0.941440319	0.07570456506
549	0.9417040359	0.07564985383
550	0.9419676214	0.07550252449
551	0.9419676214	0.07545545317
552	0.9419676214	0.0754458032
553	0.9419676214	0.07542306178
554	0.9419676214	0.07528146838
555	0.9419676214	0.07527316505
556	0.9419676214	0.0752473094
557	0.942202292	0.07512637567
558	0.942202292	0.07493351813
559	0.942202292	0.07489254446
560	0.9427290837	0.07482117239
561	0.9427290837	0.07478522111
562	0.9427290837	0.07476778936
563	0.9427290837	0.07475601966
564	0.9427575908	0.07466497986
565	0.9432835821	0.07464679636
566	0.9432835821	0.07463464032
567	0.9430206519	0.07460585248
568	0.9430206519	0.07459290727
569	0.9430206519	0.07453253323
570	0.9432835821	0.0745202868
571	0.9432835821	0.0745087055
572	0.9432835821	0.07439657686
573	0.9435182881	0.07438483906
574	0.9437810945	0.07430705206
575	0.9437810945	0.07425859376
576	0.9437810945	0.07424071491
577	0.9440159244	0.0740992961
578	0.9440159244	0.07404676435
579	0.9440159244	0.07399331508
580	0.9440159244	0.07399086768
581	0.944278607	0.07388755336
582	0.944278607	0.0738684779
583	0.944278607	0.0738412061
584	0.944278607	0.07380925261
585	0.944278607	0.07379109524
586	0.944278607	0.07373573843
587	0.9448035803	0.0735645999
588	0.9448035803	0.0735512436
589	0.9448035803	0.07350367581
590	0.9448035803	0.07343080633
591	0.9448035803	0.07338111772
592	0.9448035803	0.07335024552
593	0.9448035803	0.07333693104
594	0.9448035803	0.07328564375
595	0.9453008454	0.07315469553
596	0.9455630127	0.07305770708
597	0.9453280318	0.07305304445
598	0.9455630127	0.07303509481
599	0.9455900621	0.07302206037
600	0.9458250497	0.07294515823
601	0.9458250497	0.07286332585
602	0.9458250497	0.0728193937
603	0.9458250497	0.07281630835
604	0.9458250497	0.07280130897
605	0.9458250497	0.07279252205
606	0.9455900621	0.07266322368
607	0.9460601541	0.07253177409
608	0.9460601541	0.0725236075
609	0.9460601541	0.07251343645
610	0.9460601541	0.07250876234
611	0.9463220676	0.07243955823
612	0.9463220676	0.07237811298
613	0.9463220676	0.07236993917
614	0.9465838509	0.07235023887
615	0.9465838509	0.07232983546
616	0.9465838509	0.07232072438
617	0.9465838509	0.07228458481
618	0.9468455042	0.07226393391
619	0.9471070276	0.07224560239
620	0.9468455042	0.07222392423
621	0.9471070276	0.07220219035
622	0.9471070276	0.07217859595
623	0.9470807453	0.07213271857
624	0.9471070276	0.07209861537
625	0.9473684211	0.07204256717
626	0.9476296848	0.07200000655
627	0.9481260859	0.07189962868
628	0.9483614697	0.0717393703
629	0.9476036752	0.07170550079
630	0.9476296848	0.07168467097
631	0.9473684211	0.0716273808
632	0.9473684211	0.07160113595
633	0.9476296848	0.07159859051
634	0.9481518234	0.07155153366
635	0.9483870968	0.07143028208
636	0.9486479782	0.07133944496
637	0.9488833747	0.07132013952
638	0.948622487	0.07121862062
639	0.948622487	0.07121740878
640	0.948622487	0.07117642829
641	0.949144133	0.07113728136
642	0.9493796526	0.07103724027
643	0.9494047619	0.0709947038
644	0.9491693528	0.07091056522
645	0.9491693528	0.07086451712
646	0.9494047619	0.07082726394
647	0.9496652616	0.07069133886
648	0.9499007937	0.07062805362
649	0.9501611703	0.07056807556
650	0.9501611703	0.07056026202
651	0.9499007937	0.07048195217
652	0.9501364426	0.0704245812
653	0.9503968254	0.07034420147
654	0.9503968254	0.07033565193
655	0.9503968254	0.07025798342
656	0.9503968254	0.07023514709
657	0.9501611703	0.07018522692
658	0.9504214179	0.07013458783
659	0.9504214179	0.07011825385
660	0.9506570791	0.07011237674
661	0.9504214179	0.07007980698
662	0.9506570791	0.07005888499
663	0.9509172038	0.07005204562
664	0.9506570791	0.06998640661
665	0.9506815366	0.0699261118
666	0.9506815366	0.06986758414
667	0.9506815366	0.06983975062
668	0.9506815366	0.06974275207
669	0.9506815366	0.06967104519
670	0.9506815366	0.06961729694
671	0.9506815366	0.06956487598
672	0.9504214179	0.06953138063
673	0.9504214179	0.06952372177
674	0.9504214179	0.06951296246
675	0.9504214179	0.06950377032
676	0.9504459861	0.06944664221
677	0.9504459861	0.06939734213
678	0.9506815366	0.06932592075
679	0.9504459861	0.0693217344
680	0.9506815366	0.06927420992
681	0.9506815366	0.06926365397
682	0.9509415263	0.06921179599
683	0.9506815366	0.06909810162
684	0.9509415263	0.06899401122
685	0.9509415263	0.06895624187
686	0.9509415263	0.06889667901
687	0.9509415263	0.06889133396
688	0.9509415263	0.06888503107
689	0.9509415263	0.0688112044
690	0.9512013872	0.06871797307
691	0.9512013872	0.06871201085
692	0.9512013872	0.06870794656
693	0.9509415263	0.06869336096
694	0.9509415263	0.06869013056
695	0.9509415263	0.06866419164
696	0.9512013872	0.06864300104
697	0.9512013872	0.06863641179
698	0.9512013872	0.06861683082
699	0.9514611194	0.06858133555
700	0.9512013872	0.06856040648
701	0.9512013872	0.06854676841
702	0.9512013872	0.06853888665
703	0.9512013872	0.06853365542
704	0.9512013872	0.06843350124
705	0.9514611194	0.06838529093
706	0.951720723	0.06835461105
707	0.951720723	0.06828880743
708	0.9514611194	0.06826733476
709	0.9514611194	0.06826263943
710	0.9512013872	0.06825088829
711	0.9514611194	0.06823626847
712	0.951720723	0.06822232481
713	0.951720723	0.06816762419
714	0.951720723	0.06814335922
715	0.9514611194	0.06810601795
716	0.9514611194	0.06810249754
717	0.9514611194	0.06805748912
718	0.9514611194	0.06804531847
719	0.9512013872	0.06803251507
720	0.9512013872	0.06794196525
721	0.9512013872	0.06793426964
722	0.9512013872	0.06787977513
723	0.9512013872	0.06787752817
724	0.9514611194	0.06783858355
725	0.951720723	0.06782890166
726	0.951720723	0.06782791775
727	0.9514611194	0.06782245998
728	0.9516968046	0.06773726671
729	0.9516968046	0.06769334538
730	0.9516968046	0.06766897018
731	0.9516968046	0.06766599077
732	0.9514611194	0.06765372614
733	0.9514611194	0.06763948811
734	0.9514611194	0.06763133887
735	0.9514611194	0.06750794543
736	0.9514611194	0.0674575903
737	0.951720723	0.06743646693
738	0.951720723	0.06743099432
739	0.951720723	0.06742774901
740	0.9509415263	0.06739547023
741	0.9514611194	0.06735830873
742	0.9512013872	0.06732079408
743	0.9512013872	0.06731279623
744	0.9514611194	0.06718678819
745	0.951720723	0.06713625956
746	0.951720723	0.06706759835
747	0.9514611194	0.06703336863
748	0.9514611194	0.06699653852
749	0.952498763	0.06689627254
750	0.952498763	0.06688987197
751	0.952498763	0.06688282313
752	0.952498763	0.06684744986
753	0.9522395447	0.06680080742
754	0.952498763	0.06673387587
755	0.952498763	0.06672950188
756	0.952498763	0.06672550788
757	0.9524752475	0.06662576181
758	0.9524752475	0.06661685447
759	0.9524752475	0.06660702196
760	0.9524752475	0.06660164692
761	0.952970297	0.06654668198
762	0.952970297	0.06652912778
763	0.952970297	0.06649927988
764	0.9532293987	0.06645374322
765	0.9532293987	0.06643805311
766	0.9537472174	0.06636277075
767	0.9537472174	0.06636230724
768	0.9537472174	0.06632721968
769	0.9537472174	0.06628389809
770	0.9540059347	0.06624969595
771	0.9540059347	0.0662494016
772	0.9540059347	0.06624633215
773	0.9537472174	0.06621270039
774	0.9537472174	0.06617152075
775	0.9540059347	0.06605600806
776	0.9540059347	0.06604863465
777	0.9540059347	0.06603303791
778	0.9540059347	0.06600606752
779	0.9540059347	0.06597494602
780	0.9542645241	0.06593475253
781	0.9542645241	0.06592073733
782	0.9542645241	0.06589746967
783	0.9542645241	0.06584614038
784	0.9542645241	0.06579599634
785	0.9542645241	0.06573675875
786	0.9545004946	0.06567805323
787	0.9545004946	0.06562778096
788	0.9547589617	0.06557188106
789	0.9547589617	0.06557112245
790	0.9545004946	0.0655254188
791	0.9545004946	0.0654766758
792	0.9545004946	0.06546323338
793	0.9547365817	0.06543325404
794	0.9547365817	0.0654296941
795	0.9547365817	0.06540922975
796	0.9549727857	0.06532881214
797	0.9549727857	0.06528902578
798	0.9549727857	0.06522622534
799	0.9549727857	0.06522365307
800	0.9554675903	0.06516704035
801	0.9554675903	0.06516459484
802	0.9554675903	0.06505446657
803	0.9554675903	0.06505443242
804	0.9554675903	0.06501889294
805	0.9554675903	0.06498095298
806	0.9554675903	0.06493647468
807	0.9554675903	0.06490589008
808	0.9554675903	0.06490094008
809	0.9557259461	0.06485088844
810	0.9554675903	0.06480903852
811	0.9554675903	0.06479794048
812	0.9559841741	0.06476697464
813	0.9559841741	0.06471905314
814	0.9559841741	0.06467844163
815	0.9557478368	0.06462643217
816	0.9557478368	0.06461182411
817	0.9557478368	0.06456525676
818	0.9562638992	0.06448613934
819	0.9562638992	0.06439930694
820	0.9562638992	0.06439928299
821	0.9565002472	0.06435956802
822	0.9562638992	0.06431476379
823	0.9562638992	0.06428842754
824	0.956736712	0.06425489076
825	0.956736712	0.0642385075
826	0.956736712	0.06423475033
827	0.956736712	0.06419984888
828	0.956736712	0.06413175955
829	0.956736712	0.06408554574
830	0.9569732938	0.06404532821
831	0.9569732938	0.06398956698
832	0.9569732938	0.06397546337
833	0.9569732938	0.06392814596
834	0.9569732938	0.06390431836
835	0.9569732938	0.0638964731
836	0.9569732938	0.0638943365
837	0.9572311496	0.06386340448
838	0.9572311496	0.06383770191
839	0.9572311496	0.06381641702
840	0.9569732938	0.06378486971
841	0.9569732938	0.06373269722
842	0.9569732938	0.06368610452
843	0.9572311496	0.0636630379
844	0.9572311496	0.06366027921
845	0.9572311496	0.06364000594
846	0.9572311496	0.06363427465
847	0.9572311496	0.06360570728
848	0.9572311496	0.06359024209
849	0.9572311496	0.06352325882
850	0.9572311496	0.06349644131
851	0.9572311496	0.06343290188
852	0.9574888779	0.06337931905
853	0.9574888779	0.06334580875
854	0.9574888779	0.063293501
855	0.9574888779	0.06328704246
856	0.9577255871	0.06324217544
857	0.9577255871	0.06323926156
858	0.9577255871	0.06323709739
859	0.9577255871	0.06322154716
860	0.9577255871	0.06319470869
861	0.9577255871	0.06315899795
862	0.9577255871	0.06313101014
863	0.9577255871	0.06310864448
864	0.9577255871	0.06307471699
865	0.9577255871	0.06307184544
866	0.9577255871	0.06307015569
867	0.9579624135	0.06303379139
868	0.9579624135	0.06300755454
869	0.9579624135	0.06300098194
870	0.9579624135	0.06295504683
871	0.9579624135	0.06291216018
872	0.9577255871	0.06282789982
873	0.9579624135	0.06271470527
874	0.9579624135	0.06271228464
875	0.9579624135	0.06270611134
876	0.9579624135	0.06270305551
877	0.9579624135	0.06270061823
878	0.9579624135	0.06268775637
879	0.9577255871	0.06263772327
880	0.9577255871	0.06262300266
